Name,NTF,Scattering,Constructors,Methods,LoCs,VP,Tangling,DT_Max,DT_Min,NGOr_Max,NGXOr_Max,BF_Max,NO,NTop,NLeaf,NVCF,NomesFeatures
ArgoUML/WizOperName.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/XmiFilePersister.java,2,211,70,444,3311,761,4,2,2,0,0,0,2,0,2,X, ; LOGGING ; COGNITIVE
ArgoUML/XmiHeaderProviderImpl.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/XmiReaderImpl.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/XmiReferenceResolverImpl.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/XmlInputStream.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/XMLTokenTableBase.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/ZargoFilePersister.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/ZipFilePersister.java,1,199,69,418,2912,730,0,2,2,0,0,0,1,0,1,X, ; LOGGING
ArgoUML/ZipModelLoader.java,,,,,,,,,,,,,,,,, ; LOGGING
