file,class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
src,engine.Application,class,8,355,2,0,173,3987,75,39,1,37,1,0,11,1565
src,engine.MP3Player,class,0,19,1,0,16,0,8,8,0,7,4,4,5,117
src,testset.MP3PlayerTest,class,3,28,1,0,18,0,10,10,0,1,0,0,0,150
src,testset.ApplicationGUITest,class,6,176,1,0,66,0,56,55,0,2,0,0,2,1970
src,engine.Zuordnung,class,0,5,1,0,0,0,3,3,0,2,0,0,0,21
src,engine.ID3Tag,class,5,33,1,0,25,176,21,14,0,10,0,0,1,119
src,testset.ID3TagTest,class,5,52,1,0,22,0,18,18,0,1,0,0,0,217
src,testset.ZuordnungTest,class,3,4,1,0,5,1,2,2,0,1,0,0,0,43
src,specifications.Configuration,class,0,0,1,0,0,0,0,0,0,27,27,27,0,34
