SkipTrack:true, VolumeControl:true, PlaylistControl:true, RemoveTrack:true, Time:true, Wav:false, ReorderPlaylist:true, Mp3:true, Playlist:true, Light:true, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:false, ProgressBar:true, TagEditor:false, ShowTime:false, Aac:false, LoadFolder:true, MultiplePlaylists:false, ShowCover:false, PlaylistMenu:true, ShuffleRepeat:true, Base:true, Ogg:true, PlaylistTabs:false, AddPlaylistWrapper:false, Skins:true, Dark:false, ClearPlaylist:true, 
SkipTrack:false, VolumeControl:false, PlaylistControl:false, RemoveTrack:false, Time:true, Wav:false, ReorderPlaylist:false, Mp3:false, Playlist:false, Light:true, SaveAndLoadPlaylist:false, ChangeListener:false, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:false, ProgressBar:false, TagEditor:false, ShowTime:true, Aac:true, LoadFolder:false, MultiplePlaylists:false, ShowCover:true, PlaylistMenu:true, ShuffleRepeat:false, Base:true, Ogg:false, PlaylistTabs:false, AddPlaylistWrapper:false, Skins:true, Dark:false, ClearPlaylist:false, 
SkipTrack:false, VolumeControl:true, PlaylistControl:false, RemoveTrack:false, Time:true, Wav:false, ReorderPlaylist:false, Mp3:true, Playlist:true, Light:true, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:true, ProgressBar:true, TagEditor:false, ShowTime:false, Aac:false, LoadFolder:true, MultiplePlaylists:false, ShowCover:false, PlaylistMenu:true, ShuffleRepeat:false, Base:true, Ogg:false, PlaylistTabs:true, AddPlaylistWrapper:true, Skins:true, Dark:false, ClearPlaylist:false, 
SkipTrack:false, VolumeControl:false, PlaylistControl:true, RemoveTrack:false, Time:true, Wav:false, ReorderPlaylist:true, Mp3:false, Playlist:true, Light:true, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:false, ProgressBar:true, TagEditor:false, ShowTime:false, Aac:true, LoadFolder:true, MultiplePlaylists:false, ShowCover:false, PlaylistMenu:false, ShuffleRepeat:false, Base:true, Ogg:false, PlaylistTabs:true, AddPlaylistWrapper:false, Skins:true, Dark:false, ClearPlaylist:false, 
SkipTrack:true, VolumeControl:false, PlaylistControl:true, RemoveTrack:true, Time:true, Wav:true, ReorderPlaylist:false, Mp3:true, Playlist:true, Light:true, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:true, FileSupport:true, PlaylistContextMenu:true, Mute:false, ProgressBar:true, TagEditor:false, ShowTime:true, Aac:false, LoadFolder:true, MultiplePlaylists:true, ShowCover:true, PlaylistMenu:true, ShuffleRepeat:true, Base:true, Ogg:true, PlaylistTabs:true, AddPlaylistWrapper:false, Skins:true, Dark:false, ClearPlaylist:true, 
SkipTrack:true, VolumeControl:false, PlaylistControl:true, RemoveTrack:true, Time:true, Wav:true, ReorderPlaylist:true, Mp3:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:true, FileSupport:true, PlaylistContextMenu:true, Mute:false, ProgressBar:true, TagEditor:true, ShowTime:true, Aac:true, LoadFolder:true, MultiplePlaylists:true, ShowCover:true, PlaylistMenu:true, ShuffleRepeat:true, Base:true, Ogg:false, PlaylistTabs:true, AddPlaylistWrapper:false, Skins:true, Dark:true, ClearPlaylist:true, 
SkipTrack:true, VolumeControl:true, PlaylistControl:true, RemoveTrack:true, Time:true, Wav:false, ReorderPlaylist:false, Mp3:false, Playlist:true, Light:false, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:true, Mute:true, ProgressBar:true, TagEditor:true, ShowTime:true, Aac:true, LoadFolder:true, MultiplePlaylists:true, ShowCover:false, PlaylistMenu:true, ShuffleRepeat:true, Base:true, Ogg:false, PlaylistTabs:true, AddPlaylistWrapper:false, Skins:true, Dark:true, ClearPlaylist:true, 
SkipTrack:false, VolumeControl:true, PlaylistControl:false, RemoveTrack:false, Time:true, Wav:true, ReorderPlaylist:false, Mp3:false, Playlist:false, Light:false, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:true, ProgressBar:false, TagEditor:false, ShowTime:true, Aac:false, LoadFolder:false, MultiplePlaylists:false, ShowCover:true, PlaylistMenu:true, ShuffleRepeat:false, Base:true, Ogg:true, PlaylistTabs:false, AddPlaylistWrapper:false, Skins:true, Dark:true, ClearPlaylist:false, 
SkipTrack:false, VolumeControl:true, PlaylistControl:false, RemoveTrack:false, Time:true, Wav:true, ReorderPlaylist:false, Mp3:true, Playlist:false, Light:true, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:true, ProgressBar:false, TagEditor:false, ShowTime:true, Aac:true, LoadFolder:false, MultiplePlaylists:false, ShowCover:true, PlaylistMenu:true, ShuffleRepeat:false, Base:true, Ogg:true, PlaylistTabs:false, AddPlaylistWrapper:false, Skins:true, Dark:false, ClearPlaylist:false, 
SkipTrack:true, VolumeControl:true, PlaylistControl:true, RemoveTrack:false, Time:true, Wav:true, ReorderPlaylist:false, Mp3:false, Playlist:true, Light:false, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:true, FileSupport:true, PlaylistContextMenu:true, Mute:true, ProgressBar:true, TagEditor:true, ShowTime:true, Aac:true, LoadFolder:true, MultiplePlaylists:false, ShowCover:false, PlaylistMenu:false, ShuffleRepeat:true, Base:true, Ogg:false, PlaylistTabs:true, AddPlaylistWrapper:false, Skins:true, Dark:true, ClearPlaylist:false, 
SkipTrack:false, VolumeControl:true, PlaylistControl:false, RemoveTrack:false, Time:true, Wav:false, ReorderPlaylist:false, Mp3:false, Playlist:false, Light:false, SaveAndLoadPlaylist:false, ChangeListener:true, GUI:true, FeatureAmp:true, QueueTrack:false, FileSupport:true, PlaylistContextMenu:false, Mute:true, ProgressBar:false, TagEditor:false, ShowTime:true, Aac:true, LoadFolder:false, MultiplePlaylists:false, ShowCover:false, PlaylistMenu:false, ShuffleRepeat:false, Base:true, Ogg:false, PlaylistTabs:false, AddPlaylistWrapper:false, Skins:true, Dark:true, ClearPlaylist:false, 
Configuration:featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:trueplaylistcontrol:trueremovetrack:truetime:truewav:falsereorderplaylist:truemp3:trueplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:falseaac:falseloadfolder:truemultipleplaylists:falseshowcover:falseplaylistmenu:trueshufflerepeat:trueogg:trueplaylisttabs:falseaddplaylistwrapper:falseskins:truedark:falseclearplaylist:true


Base()
ReorderPlaylist.initPlaylist
cont: 1((( apos os testes))) 
featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:trueplaylistcontrol:trueremovetrack:truetime:truewav:falsereorderplaylist:truemp3:trueplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:falseaac:falseloadfolder:truemultipleplaylists:falseshowcover:falseplaylistmenu:trueshufflerepeat:trueogg:trueplaylisttabs:falseaddplaylistwrapper:falseskins:truedark:falseclearplaylist:true


 ----------------------- 


Configuration:
featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:falseplaylistcontrol:falseremovetrack:falsetime:truewav:falsereorderplaylist:falsemp3:trueplaylist:truelight:falsesaveandloadplaylist:truechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:trueaac:trueloadfolder:truemultipleplaylists:trueshowcover:falseplaylistmenu:trueshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:trueskins:truedark:trueclearplaylist:false

Base()

 featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:falseplaylistcontrol:falseremovetrack:falsetime:truewav:falsereorderplaylist:falsemp3:trueplaylist:truelight:falsesaveandloadplaylist:truechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:trueaac:trueloadfolder:truemultipleplaylists:trueshowcover:falseplaylistmenu:trueshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:trueskins:truedark:trueclearplaylist:false
1 Index: 1, Tab count: 1
2 java.lang.IndexOutOfBoundsException: Index: 1, Tab count: 1
	at javax.swing.JTabbedPane.checkIndex(Unknown Source)
	at javax.swing.JTabbedPane.setSelectedIndex(Unknown Source)
	at featureamp.FeatureAmp.addPlaylistToLayout(FeatureAmp.java:1634)
	at featureamp.FeatureAmp.addComponents__wrappee__Playlist(FeatureAmp.java:921)
	at featureamp.FeatureAmp.addComponents(FeatureAmp.java:931)
	at featureamp.FeatureAmp.launch__wrappee__GUI(FeatureAmp.java:891)
	at featureamp.FeatureAmp.launch(FeatureAmp.java:902)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.powermock.reflect.internal.WhiteboxImpl.performMethodInvocation(WhiteboxImpl.java:1873)
	at org.powermock.reflect.internal.WhiteboxImpl.doInvokeMethod(WhiteboxImpl.java:773)
	at org.powermock.reflect.internal.WhiteboxImpl.invokeMethod(WhiteboxImpl.java:638)
	at org.powermock.reflect.Whitebox.invokeMethod(Whitebox.java:401)
	at testset.AppGUITest.start(AppGUITest.java:839)
	at testset.AppGUITest.changeSkinDarkTest(AppGUITest.java:823)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runners.Suite.runChild(Suite.java:128)
	at org.junit.runners.Suite.runChild(Suite.java:27)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:115)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:105)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:94)
	at experiment.Challenge.executeJunitTestCase(Challenge.java:133)
	at experiment.Challenge.run(Challenge.java:154)
	at experiment.Challenge.main(Challenge.java:202)

3 java.lang.IndexOutOfBoundsException: Index: 1, Tab count: 1
4 null
5 changeSkinDarkTest(testset.AppGUITest)
6 class java.lang.IndexOutOfBoundsException
7 changeSkinDarkTest(testset.AppGUITest)
cont: 2((( apos os testes))) 
Configuration:
featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:falseplaylistcontrol:falseremovetrack:falsetime:truewav:falsereorderplaylist:falsemp3:trueplaylist:truelight:falsesaveandloadplaylist:truechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:trueaac:trueloadfolder:truemultipleplaylists:trueshowcover:falseplaylistmenu:trueshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:trueskins:truedark:trueclearplaylist:false


 ----------------------- 


featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:trueplaylistcontrol:trueremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:trueplaylist:truelight:falsesaveandloadplaylist:falsechangelistener:truequeuetrack:trueplaylistcontextmenu:truemute:falseprogressbar:truetageditor:falseshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:falseplaylistmenu:falseshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:trueclearplaylist:false

Base()
cont: 3((( apos os testes))) featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:trueplaylistcontrol:trueremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:trueplaylist:truelight:falsesaveandloadplaylist:falsechangelistener:truequeuetrack:trueplaylistcontextmenu:truemute:falseprogressbar:truetageditor:falseshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:falseplaylistmenu:falseshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:trueclearplaylist:false



 ----------------------- 


Configuration:
featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:falseplaylistcontrol:trueremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:falseplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:truemute:falseprogressbar:truetageditor:trueshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:trueplaylistmenu:falseshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:falseclearplaylist:false

Base()

 featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:falseplaylistcontrol:trueremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:falseplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:truemute:falseprogressbar:truetageditor:trueshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:trueplaylistmenu:falseshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:falseclearplaylist:false
1 Index: 1, Tab count: 1
2 java.lang.IndexOutOfBoundsException: Index: 1, Tab count: 1
	at javax.swing.JTabbedPane.checkIndex(Unknown Source)
	at javax.swing.JTabbedPane.setSelectedIndex(Unknown Source)
	at featureamp.FeatureAmp.addPlaylistToLayout(FeatureAmp.java:1634)
	at featureamp.FeatureAmp.addComponents__wrappee__Playlist(FeatureAmp.java:921)
	at featureamp.FeatureAmp.addComponents(FeatureAmp.java:931)
	at featureamp.FeatureAmp.launch__wrappee__GUI(FeatureAmp.java:891)
	at featureamp.FeatureAmp.launch(FeatureAmp.java:905)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.powermock.reflect.internal.WhiteboxImpl.performMethodInvocation(WhiteboxImpl.java:1873)
	at org.powermock.reflect.internal.WhiteboxImpl.doInvokeMethod(WhiteboxImpl.java:773)
	at org.powermock.reflect.internal.WhiteboxImpl.invokeMethod(WhiteboxImpl.java:638)
	at org.powermock.reflect.Whitebox.invokeMethod(Whitebox.java:401)
	at testset.AppGUITest.start(AppGUITest.java:839)
	at testset.AppGUITest.playWAVTest(AppGUITest.java:219)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runners.Suite.runChild(Suite.java:128)
	at org.junit.runners.Suite.runChild(Suite.java:27)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:115)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:105)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:94)
	at experiment.Challenge.executeJunitTestCase(Challenge.java:133)
	at experiment.Challenge.run(Challenge.java:154)
	at experiment.Challenge.main(Challenge.java:202)

3 java.lang.IndexOutOfBoundsException: Index: 1, Tab count: 1
4 null
5 playWAVTest(testset.AppGUITest)
6 class java.lang.IndexOutOfBoundsException
7 playWAVTest(testset.AppGUITest)
cont: 4((( apos os testes))) 
featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:falseplaylistcontrol:trueremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:falseplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:truemute:falseprogressbar:truetageditor:trueshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:trueplaylistmenu:falseshufflerepeat:falseogg:falseplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:falseclearplaylist:false


 ----------------------- 


Configuration:
featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:falseplaylistcontrol:trueremovetrack:falsetime:truewav:falsereorderplaylist:truemp3:falseplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:truemute:falseprogressbar:truetageditor:trueshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:trueplaylistmenu:falseshufflerepeat:falseogg:trueplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:falseclearplaylist:false

Base()
ReorderPlaylist.initPlaylist

 featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:falseplaylistcontrol:trueremovetrack:falsetime:truewav:falsereorderplaylist:truemp3:falseplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:truemute:falseprogressbar:truetageditor:trueshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:trueplaylistmenu:falseshufflerepeat:falseogg:trueplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:falseclearplaylist:false
1 Index: 1, Tab count: 1
2 java.lang.IndexOutOfBoundsException: Index: 1, Tab count: 1
	at javax.swing.JTabbedPane.checkIndex(Unknown Source)
	at javax.swing.JTabbedPane.setSelectedIndex(Unknown Source)
	at featureamp.FeatureAmp.addPlaylistToLayout(FeatureAmp.java:1634)
	at featureamp.FeatureAmp.addComponents__wrappee__Playlist(FeatureAmp.java:921)
	at featureamp.FeatureAmp.addComponents(FeatureAmp.java:931)
	at featureamp.FeatureAmp.launch__wrappee__GUI(FeatureAmp.java:891)
	at featureamp.FeatureAmp.launch(FeatureAmp.java:905)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.powermock.reflect.internal.WhiteboxImpl.performMethodInvocation(WhiteboxImpl.java:1873)
	at org.powermock.reflect.internal.WhiteboxImpl.doInvokeMethod(WhiteboxImpl.java:773)
	at org.powermock.reflect.internal.WhiteboxImpl.invokeMethod(WhiteboxImpl.java:638)
	at org.powermock.reflect.Whitebox.invokeMethod(Whitebox.java:401)
	at testset.AppGUITest.start(AppGUITest.java:839)
	at testset.AppGUITest.playOGGTest(AppGUITest.java:156)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runners.Suite.runChild(Suite.java:128)
	at org.junit.runners.Suite.runChild(Suite.java:27)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:115)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:105)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:94)
	at experiment.Challenge.executeJunitTestCase(Challenge.java:133)
	at experiment.Challenge.run(Challenge.java:154)
	at experiment.Challenge.main(Challenge.java:202)

3 java.lang.IndexOutOfBoundsException: Index: 1, Tab count: 1
4 null
5 playOGGTest(testset.AppGUITest)
6 class java.lang.IndexOutOfBoundsException
7 playOGGTest(testset.AppGUITest)
cont: 5((( apos os testes))) 
featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:falseplaylistcontrol:trueremovetrack:falsetime:truewav:falsereorderplaylist:truemp3:falseplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:truemute:falseprogressbar:truetageditor:trueshowtime:trueaac:falseloadfolder:truemultipleplaylists:falseshowcover:trueplaylistmenu:falseshufflerepeat:falseogg:trueplaylisttabs:trueaddplaylistwrapper:falseskins:truedark:falseclearplaylist:false


 ----------------------- 


Configuration:
featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:trueplaylistcontrol:falseremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:falseplaylist:falselight:falsesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:trueprogressbar:truetageditor:falseshowtime:falseaac:trueloadfolder:falsemultipleplaylists:falseshowcover:falseplaylistmenu:falseshufflerepeat:falseogg:trueplaylisttabs:falseaddplaylistwrapper:falseskins:truedark:trueclearplaylist:false

cont: 6((( apos os testes))) 
featureamp:truegui:truefilesupport:truebase:trueskiptrack:falsevolumecontrol:trueplaylistcontrol:falseremovetrack:falsetime:truewav:truereorderplaylist:falsemp3:falseplaylist:falselight:falsesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:trueprogressbar:truetageditor:falseshowtime:falseaac:trueloadfolder:falsemultipleplaylists:falseshowcover:falseplaylistmenu:falseshufflerepeat:falseogg:trueplaylisttabs:falseaddplaylistwrapper:falseskins:truedark:trueclearplaylist:false


 ----------------------- 


Configuration:
featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:falseplaylistcontrol:trueremovetrack:truetime:truewav:falsereorderplaylist:falsemp3:trueplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:falseaac:trueloadfolder:truemultipleplaylists:falseshowcover:falseplaylistmenu:trueshufflerepeat:falseogg:falseplaylisttabs:falseaddplaylistwrapper:falseskins:truedark:falseclearplaylist:true

Base()
cont: 7((( apos os testes))) 
featureamp:truegui:truefilesupport:truebase:trueskiptrack:truevolumecontrol:falseplaylistcontrol:trueremovetrack:truetime:truewav:falsereorderplaylist:falsemp3:trueplaylist:truelight:truesaveandloadplaylist:falsechangelistener:truequeuetrack:falseplaylistcontextmenu:falsemute:falseprogressbar:truetageditor:falseshowtime:falseaac:trueloadfolder:truemultipleplaylists:falseshowcover:falseplaylistmenu:trueshufflerepeat:falseogg:falseplaylisttabs:falseaddplaylistwrapper:falseskins:truedark:falseclearplaylist:true


 ----------------------- 


