"configuration","trace","description"
"volumecontrol:falseskiptrack:falseremovetrack:falsetime:trueresizable:truewav:truesupportedformats:truereorderplaylist:trueplaylist:truecontrol:truelight:truesaveandloadplaylist:falsegui:truefeatureamp:truequeuetrack:truemute:falseprogressbar:trueshowtime:trueid3information:trueshowcover:trueloadfolder:trueshufflerepeat:truebase:truemp3:trueskins:truedark:falseopenfile:trueclearplaylist:false","","playSkipTrackTest(testset.AppGUITest)"
"volumecontrol:trueskiptrack:falseremovetrack:truetime:trueresizable:truewav:truesupportedformats:truereorderplaylist:falseplaylist:truecontrol:truelight:falsesaveandloadplaylist:falsegui:truefeatureamp:truequeuetrack:falsemute:falseprogressbar:trueshowtime:trueid3information:trueshowcover:trueloadfolder:trueshufflerepeat:falsebase:truemp3:trueskins:truedark:trueopenfile:trueclearplaylist:true","	at org.junit.Assert.fail(Assert.java:88)","progressBarTest(testset.AppGUITest)"
"volumecontrol:trueskiptrack:falseremovetrack:truetime:trueresizable:truewav:truesupportedformats:truereorderplaylist:falseplaylist:truecontrol:truelight:falsesaveandloadplaylist:falsegui:truefeatureamp:truequeuetrack:falsemute:falseprogressbar:trueshowtime:trueid3information:trueshowcover:trueloadfolder:trueshufflerepeat:falsebase:truemp3:trueskins:truedark:trueopenfile:trueclearplaylist:true","","playSkipTrackTest(testset.AppGUITest)"
